CBSA,MDIV,STCOU,NAME,LSAD,population,year,estimate_type
26420,NA,NA,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,6503618,2014,POPESTIMATE
26420,NA,NA,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,6676565,2015,POPESTIMATE
26420,NA,NA,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,6812260,2016,POPESTIMATE
26420,NA,NA,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,6905695,2017,POPESTIMATE
26420,NA,NA,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,6997384,2018,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,28417,2010,CENSUS
26420,NA,48015,"Austin County, TX",County or equivalent,28412,2010,ESTIMATESBASE
26420,NA,48015,"Austin County, TX",County or equivalent,28362,2010,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,28599,2011,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,28561,2012,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,28684,2013,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,28972,2014,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,29473,2015,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,29636,2016,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,29757,2017,POPESTIMATE
26420,NA,48015,"Austin County, TX",County or equivalent,29989,2018,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,313166,2010,CENSUS
26420,NA,48039,"Brazoria County, TX",County or equivalent,313123,2010,ESTIMATESBASE
26420,NA,48039,"Brazoria County, TX",County or equivalent,314447,2010,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,319159,2011,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,324284,2012,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,329986,2013,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,337698,2014,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,345617,2015,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,353778,2016,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,362700,2017,POPESTIMATE
26420,NA,48039,"Brazoria County, TX",County or equivalent,370200,2018,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,35096,2010,CENSUS
26420,NA,48071,"Chambers County, TX",County or equivalent,35099,2010,ESTIMATESBASE
26420,NA,48071,"Chambers County, TX",County or equivalent,35446,2010,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,35687,2011,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,36498,2012,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,37362,2013,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,38290,2014,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,39068,2015,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,40247,2016,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,41399,2017,POPESTIMATE
26420,NA,48071,"Chambers County, TX",County or equivalent,42454,2018,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,585375,2010,CENSUS
26420,NA,48157,"Fort Bend County, TX",County or equivalent,584690,2010,ESTIMATESBASE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,590260,2010,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,606063,2011,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,624926,2012,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,652050,2013,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,684345,2014,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,715067,2015,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,743303,2016,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,766136,2017,POPESTIMATE
26420,NA,48157,"Fort Bend County, TX",County or equivalent,787858,2018,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,291309,2010,CENSUS
26420,NA,48167,"Galveston County, TX",County or equivalent,291307,2010,ESTIMATESBASE
26420,NA,48167,"Galveston County, TX",County or equivalent,292476,2010,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,295576,2011,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,301053,2012,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,306614,2013,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,313426,2014,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,321003,2015,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,328822,2016,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,334304,2017,POPESTIMATE
26420,NA,48167,"Galveston County, TX",County or equivalent,337890,2018,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4092459,2010,CENSUS
26420,NA,48201,"Harris County, TX",County or equivalent,4093188,2010,ESTIMATESBASE
26420,NA,48201,"Harris County, TX",County or equivalent,4107828,2010,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4179796,2011,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4264193,2012,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4355158,2013,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4458709,2014,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4561939,2015,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4629189,2016,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4664159,2017,POPESTIMATE
26420,NA,48201,"Harris County, TX",County or equivalent,4698619,2018,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,75643,2010,CENSUS
26420,NA,48291,"Liberty County, TX",County or equivalent,75641,2010,ESTIMATESBASE
26420,NA,48291,"Liberty County, TX",County or equivalent,75856,2010,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,75981,2011,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,76371,2012,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,76854,2013,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,78056,2014,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,79611,2015,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,81513,2016,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,83809,2017,POPESTIMATE
26420,NA,48291,"Liberty County, TX",County or equivalent,86323,2018,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,455746,2010,CENSUS
26420,NA,48339,"Montgomery County, TX",County or equivalent,455750,2010,ESTIMATESBASE
26420,NA,48339,"Montgomery County, TX",County or equivalent,459210,2010,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,471396,2011,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,484622,2012,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,498518,2013,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,517328,2014,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,536124,2015,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,555703,2016,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,572146,2017,POPESTIMATE
26420,NA,48339,"Montgomery County, TX",County or equivalent,590925,2018,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,43205,2010,CENSUS
26420,NA,48473,"Waller County, TX",County or equivalent,43277,2010,ESTIMATESBASE
26420,NA,48473,"Waller County, TX",County or equivalent,43524,2010,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,44109,2011,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,44353,2012,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,45431,2013,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,46794,2014,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,48663,2015,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,50069,2016,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,51285,2017,POPESTIMATE
26420,NA,48473,"Waller County, TX",County or equivalent,53126,2018,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,364908,2010,CENSUS
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,364884,2010,ESTIMATESBASE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,364985,2010,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,365024,2011,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,364924,2012,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,364027,2013,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,362954,2014,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,361050,2015,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,358761,2016,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,355582,2017,POPESTIMATE
26580,NA,NA,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,352823,2018,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,49542,2010,CENSUS
26580,NA,21019,"Boyd County, KY",County or equivalent,49538,2010,ESTIMATESBASE
26580,NA,21019,"Boyd County, KY",County or equivalent,49606,2010,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,49419,2011,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,49255,2012,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,48917,2013,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,48840,2014,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,48506,2015,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,48109,2016,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,47759,2017,POPESTIMATE
26580,NA,21019,"Boyd County, KY",County or equivalent,47240,2018,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,36910,2010,CENSUS
26580,NA,21089,"Greenup County, KY",County or equivalent,36902,2010,ESTIMATESBASE
26580,NA,21089,"Greenup County, KY",County or equivalent,36880,2010,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,36816,2011,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,36660,2012,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,36460,2013,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,36280,2014,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,35983,2015,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,35804,2016,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,35491,2017,POPESTIMATE
26580,NA,21089,"Greenup County, KY",County or equivalent,35268,2018,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,62450,2010,CENSUS
26580,NA,39087,"Lawrence County, OH",County or equivalent,62448,2010,ESTIMATESBASE
26580,NA,39087,"Lawrence County, OH",County or equivalent,62423,2010,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,62409,2011,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,62139,2012,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,61850,2013,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,61538,2014,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,60916,2015,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,60681,2016,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,60111,2017,POPESTIMATE
26580,NA,39087,"Lawrence County, OH",County or equivalent,59866,2018,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,96319,2010,CENSUS
26580,NA,54011,"Cabell County, WV",County or equivalent,96297,2010,ESTIMATESBASE
26580,NA,54011,"Cabell County, WV",County or equivalent,96322,2010,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,96604,2011,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,96943,2012,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,97020,2013,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,96634,2014,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,96571,2015,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,95673,2016,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,94486,2017,POPESTIMATE
26580,NA,54011,"Cabell County, WV",County or equivalent,93224,2018,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21720,2010,CENSUS
26580,NA,54043,"Lincoln County, WV",County or equivalent,21709,2010,ESTIMATESBASE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21672,2010,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21564,2011,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21605,2012,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21452,2013,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21521,2014,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21279,2015,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,21112,2016,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,20878,2017,POPESTIMATE
26580,NA,54043,"Lincoln County, WV",County or equivalent,20599,2018,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,55486,2010,CENSUS
26580,NA,54079,"Putnam County, WV",County or equivalent,55495,2010,ESTIMATESBASE
26580,NA,54079,"Putnam County, WV",County or equivalent,55627,2010,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56032,2011,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56449,2012,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56499,2013,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56634,2014,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56600,2015,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56680,2016,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56665,2017,POPESTIMATE
26580,NA,54079,"Putnam County, WV",County or equivalent,56682,2018,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,42481,2010,CENSUS
26580,NA,54099,"Wayne County, WV",County or equivalent,42495,2010,ESTIMATESBASE
26580,NA,54099,"Wayne County, WV",County or equivalent,42455,2010,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,42180,2011,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,41873,2012,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,41829,2013,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,41507,2014,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,41195,2015,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,40702,2016,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,40192,2017,POPESTIMATE
26580,NA,54099,"Wayne County, WV",County or equivalent,39944,2018,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,417593,2010,CENSUS
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,417593,2010,ESTIMATESBASE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,419266,2010,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,425069,2011,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,430026,2012,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,435543,2013,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,440403,2014,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,444560,2015,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,449662,2016,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,455741,2017,POPESTIMATE
26620,NA,NA,"Huntsville, AL",Metropolitan Statistical Area,462693,2018,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,82782,2010,CENSUS
26620,NA,01083,"Limestone County, AL",County or equivalent,82782,2010,ESTIMATESBASE
26620,NA,01083,"Limestone County, AL",County or equivalent,83173,2010,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,85542,2011,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,87313,2012,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,88910,2013,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,90596,2014,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,91571,2015,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,92841,2016,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,94076,2017,POPESTIMATE
26620,NA,01083,"Limestone County, AL",County or equivalent,96174,2018,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,334811,2010,CENSUS
26620,NA,01089,"Madison County, AL",County or equivalent,334811,2010,ESTIMATESBASE
26620,NA,01089,"Madison County, AL",County or equivalent,336093,2010,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,339527,2011,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,342713,2012,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,346633,2013,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,349807,2014,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,352989,2015,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,356821,2016,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,361665,2017,POPESTIMATE
26620,NA,01089,"Madison County, AL",County or equivalent,366519,2018,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,133265,2010,CENSUS
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,133329,2010,ESTIMATESBASE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,133808,2010,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,134950,2011,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,136171,2012,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,136850,2013,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,137860,2014,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,139620,2015,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,142664,2016,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,145792,2017,POPESTIMATE
26820,NA,NA,"Idaho Falls, ID",Metropolitan Statistical Area,148904,2018,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,104234,2010,CENSUS
26820,NA,16019,"Bonneville County, ID",County or equivalent,104294,2010,ESTIMATESBASE
26820,NA,16019,"Bonneville County, ID",County or equivalent,104672,2010,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,105806,2011,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,106772,2012,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,107386,2013,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,108264,2014,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,109924,2015,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,112249,2016,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,114692,2017,POPESTIMATE
26820,NA,16019,"Bonneville County, ID",County or equivalent,116854,2018,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2891,2010,CENSUS
26820,NA,16023,"Butte County, ID",County or equivalent,2893,2010,ESTIMATESBASE
26820,NA,16023,"Butte County, ID",County or equivalent,2915,2010,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2833,2011,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2760,2012,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2667,2013,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2658,2014,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2567,2015,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2574,2016,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2600,2017,POPESTIMATE
26820,NA,16023,"Butte County, ID",County or equivalent,2611,2018,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,26140,2010,CENSUS
26820,NA,16051,"Jefferson County, ID",County or equivalent,26142,2010,ESTIMATESBASE
26820,NA,16051,"Jefferson County, ID",County or equivalent,26221,2010,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,26311,2011,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,26639,2012,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,26797,2013,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,26938,2014,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,27129,2015,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,27841,2016,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,28500,2017,POPESTIMATE
26820,NA,16051,"Jefferson County, ID",County or equivalent,29439,2018,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1887877,2010,CENSUS
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1888085,2010,ESTIMATESBASE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1892647,2010,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1910646,2011,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1929653,2012,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1953149,2013,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1970816,2014,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1985844,2015,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,2005404,2016,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,2026723,2017,POPESTIMATE
26900,NA,NA,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,2048703,2018,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,56640,2010,CENSUS
26900,NA,18011,"Boone County, IN",County or equivalent,56638,2010,ESTIMATESBASE
26900,NA,18011,"Boone County, IN",County or equivalent,56914,2010,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,57905,2011,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,59026,2012,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,60342,2013,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,61625,2014,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,63028,2015,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,64168,2016,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,65786,2017,POPESTIMATE
26900,NA,18011,"Boone County, IN",County or equivalent,66999,2018,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,15242,2010,CENSUS
26900,NA,18013,"Brown County, IN",County or equivalent,15245,2010,ESTIMATESBASE
26900,NA,18013,"Brown County, IN",County or equivalent,15207,2010,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,15075,2011,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,15048,2012,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,15055,2013,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,14944,2014,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,14995,2015,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,15000,2016,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,14999,2017,POPESTIMATE
26900,NA,18013,"Brown County, IN",County or equivalent,15234,2018,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,274569,2010,CENSUS
26900,NA,18057,"Hamilton County, IN",County or equivalent,274569,2010,ESTIMATESBASE
26900,NA,18057,"Hamilton County, IN",County or equivalent,276509,2010,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,283366,2011,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,289772,2012,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,296904,2013,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,302839,2014,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,308479,2015,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,315990,2016,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,323082,2017,POPESTIMATE
26900,NA,18057,"Hamilton County, IN",County or equivalent,330086,2018,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,70002,2010,CENSUS
26900,NA,18059,"Hancock County, IN",County or equivalent,70043,2010,ESTIMATESBASE
26900,NA,18059,"Hancock County, IN",County or equivalent,70229,2010,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,70340,2011,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,70564,2012,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,70964,2013,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,71738,2014,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,72392,2015,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,73728,2016,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,74940,2017,POPESTIMATE
26900,NA,18059,"Hancock County, IN",County or equivalent,76351,2018,POPESTIMATE
26900,NA,18063,"Hendricks County, IN",County or equivalent,145448,2010,CENSUS
